file_name,question
05x10x50x10F001962767N0179.png,what's on the wall
05x10x20x05F001306122N0015.png,how many mirror are there
10x25x50x10F001962770N0054.png,how many pillars do you see
05x10x20x05F001658020N0150.png,what is the color of the blanket
05x10x00x00F001846227N0042.png,how many chairs are there
05x10x00x00F002237219N0187.png,what's on the left
05x10x50x10F001403389N0238.png,where is the sofa set
10x25x20x05F002172627N0031.png,how many picture on the wall
05x10x00x00F000653548N0119.png,how many chaires
10x25x20x05F002237218N0099.png,what is lying on the floor
05x10x50x10F001600211N0115.png,what lies on slabe
05x10x00x00F000457464N0031.png,what is after the white door
05x10x00x00F001846227N0082.png,is this a hotel or a restaurant
05x10x20x05F001033916N0006.png,is the elevator door closed
10x25x50x10F001962766N0080.png,what color piano is in the hall
05x10x20x05F001568728N0065.png,how many doors do you count
05x10x20x05F001033916N0266.png,whats the color of wall
05x10x50x10F000040909N0024.png,something hanging on the rack
05x10x50x10F001846223N0077.png,how many posters do you see on the wall
05x10x50x10F000117323N0186.png,how many mirrors are present in the area
05x10x20x05F000850482N0037.png,what's on the left of the bed
05x10x00x00F000898641N0100.png,how many picture frame are there
05x10x50x10F000591478N0142.png,how many doors were in this picture
10x25x50x10F002077367N0033.png,what is on the table
10x25x00x00F000898640N0119.png,true or false? - does this image refer to a hotel room
05x10x50x10F001600209N0091.png,what is behind the sofa
05x10x00x00F001403391N0144.png,how many seats are in the picture
05x10x00x00F002444551N0156.png,what is under the table
05x10x50x10F000040909N0004.png,what we see in the picture
10x25x50x10F001931684N0024.png,whats up ahead to the left
05x10x20x05F000898641N0116.png,what is the color of the walls
10x25x50x10F000591481N0007.png,what decor can be found on the wall behind the counter
05x10x00x00F001568728N0114.png,does the door have doorknob
10x25x50x10F002444551N0094.png,how many stairs are there
10x25x00x00F001119654N0006.png,what is the colour of this room
10x25x00x00F002494042N0044.png,how many chairs in the room
05x10x20x05F000040911N0104.png,where is the lighting in this room
05x10x50x10F001962770N0039.png,what is the room used for
05x10x50x10F001846227N0039.png,what are the chairs made of
10x25x20x05F000653545N0001.png,what color is the door
05x10x50x10F002543961N0171.png,what is to the left of the bed
10x25x00x00F000754495N0021.png,what is on the right side of the bed
05x10x50x10F001000397N0113.png,what is to the right of the table
10x25x50x10F000258801N0003.png,what color is the door
05x10x50x10F001220361N0085.png,what is in this room you seeing
05x10x50x10F000258801N0092.png,what painting on the wall
05x10x50x10F001962769N0086.png,what color is the upholstery on the chairs
10x25x50x10F001962769N0009.png,what color are the shelves
05x10x20x05F000653547N0182.png,why this house looks dirty
05x10x50x10F000503401N0275.png,what color are the walls in the hallway
05x10x20x05F001962769N0091.png,how many sofas
05x10x50x10F002338963N0001.png,how many lights are in the picture
05x10x50x10F000258801N0012.png,whos is pictured on the painting
05x10x20x05F001242792N0143.png,how many chairs are there
10x25x00x00F002225363N0047.png,how many chairs in this photo
05x10x00x00F001306122N0157.png,how many doors are there
05x10x50x10F000702890N0034.png,how many plants in this area
10x25x50x10F000117323N0095.png,how many photographs are on the image board
05x10x50x10F001306122N0261.png,what is that
10x25x00x00F002172631N0056.png,what is to the left of the fireplace
10x25x50x10F001511326N0009.png,what colors are there in painting
05x10x20x05F002225367N0115.png,what are the doors
05x10x20x05F001403391N0164.png,what furnitures are available
05x10x00x00F002077367N0338.png,what is on the top floor of the wall rack
05x10x50x10F000898642N0188.png,what do you see at the right end of this picture
10x25x20x05F001242791N0038.png,how many flowers are there in the picture
05x10x00x00F001846227N0262.png,is it bedroom
05x10x00x00F001931685N0148.png,what is on the left of the table
05x10x00x00F001810458N0076.png,what type of scenery frame paste on wall
05x10x20x05F002118319N0097.png,what is the color of the door
05x10x20x05F001403391N0024.png,how many lights are turned on
05x10x50x10F002225367N0063.png,do you see any chair in this image
05x10x50x10F001085850N0166.png,how many chairs are at the table
10x25x00x00F000850482N0019.png,what color is the bedsheet
05x10x50x10F001962767N0259.png,what lies at the entrance
10x25x00x00F002237218N0005.png,what on the picture
10x25x00x00F002444551N0040.png,how many lights on there
05x10x20x05F001962766N0010.png,what is on the wall
10x25x20x05F001403391N0048.png,is the door open or closed
05x10x50x10F001306120N0152.png,where is the window located
10x25x00x00F001033915N0036.png,how many doors can be differentiated in the image
10x25x50x10F001511326N0049.png,what's against the wall
10x25x00x00F001931685N0062.png,what is on the desk
05x10x50x10F001511322N0047.png,what is to the left of the stairs
05x10x50x10F001511326N0060.png,is there a map in the room
10x25x20x05F002077367N0119.png,how many stairs do you count
05x10x00x00F000457465N0042.png,which type of work done in the room
05x10x20x05F001846223N0079.png,how many photos on wall
05x10x50x10F000591478N0282.png,is there a boy in the picture
05x10x50x10F002338963N0112.png,what's in the top right
05x10x50x10F000653547N0247.png,how many statues are there
05x10x50x10F002172629N0023.png,what material is the house made of
05x10x50x10F000653548N0167.png,what's there in the middle of the room
10x25x20x05F000040912N0017.png,what is to the right of the kitchen
05x10x50x10F002172627N0035.png,what is in the edge of right side door
05x10x50x10F000391480N0039.png,what material are the doors
05x10x20x05F001306120N0018.png,how many stairs do you see
05x10x00x00F001568731N0067.png,what is the colour of the door
05x10x20x05F001511325N0029.png,what is the colour of the wall the bicycle is leaning on
05x10x20x05F002225363N0009.png,what colour is the door
10x25x00x00F001033915N0002.png,how many elevators
10x25x20x05F000653549N0045.png,what is the colour of the floor
05x10x20x05F001306123N0087.png,how many doors are there
10x25x50x10F002543961N0102.png,how many chair in room
05x10x00x00F000391480N0074.png,what bis the color of left wall
05x10x20x05F000391478N0098.png,what is the black thing
05x10x20x05F000754495N0060.png,what is laying on the table
10x25x00x00F001033916N0078.png,how many room entries are in the photo
10x25x20x05F000850481N0056.png,how many cushions are on the bed
05x10x20x05F001962767N0233.png,how many chairs in the room
05x10x50x10F000457466N0076.png,what color is doors
05x10x00x00F000391480N0274.png,how many bathtubs are there
05x10x00x00F000503401N0051.png,which animal is in the picture
10x25x50x10F001931685N0048.png,what color are the lips
10x25x50x10F000117323N0015.png,how many cushons are on the bed
05x10x20x05F002172627N0053.png,what can be found in the top left
10x25x50x10F000850481N0071.png,where is the chair
05x10x50x10F002225364N0062.png,what's in the middle of the picture
05x10x20x05F002415593N0049.png,how many doors are there
05x10x50x10F000591481N0089.png,what's on the wall
05x10x50x10F002543965N0299.png,what is placed next to the door
05x10x00x00F002172631N0272.png,is the flower on the left of the door
05x10x20x05F000117321N0003.png,what is the color of the picture frame
05x10x50x10F002077367N0013.png,what is outside the house
05x10x50x10F001568731N0215.png,how many pillows are there in the bed
10x25x50x10F002118319N0032.png,number of chairs
05x10x00x00F000117324N0187.png,what color is the carpet
05x10x50x10F000898639N0179.png,how many chairs are there
10x25x20x05F001242791N0058.png,what colour is the bedsheet
05x10x50x10F001931684N0069.png,where is the stairs
05x10x00x00F002415592N0028.png,what color you can find in the sofa
10x25x50x10F000457466N0020.png,what's to the right of the picture
05x10x20x05F001403391N0104.png,what color are the walls
05x10x20x05F000898641N0096.png,how many pictures are there
10x25x50x10F000850482N0100.png,what is the door made of
10x25x20x05F002543961N0024.png,how many boxes are there
05x10x50x10F000898639N0159.png,what colour are tge walls
05x10x50x10F000798179N0124.png,what are they near the chair
10x25x00x00F002237215N0023.png,how many hinges are there on the door
05x10x20x05F000591478N0120.png,how many light switches are visible
05x10x00x00F000040909N0080.png,how many tvs are there
10x25x00x00F002415592N0004.png,what's in front of the picture
05x10x50x10F001242791N0032.png,what color are the walls
10x25x20x05F001403391N0028.png,what is on the  left and right side floor
10x25x50x10F000258803N0011.png,"in the picture, who was drawn"
05x10x00x00F001568732N0141.png,what colour of the wall
10x25x50x10F001962769N0069.png,where is the pillow
05x10x00x00F000798178N0218.png,what is to the left of the cabinet
05x10x50x10F000798180N0021.png,how many tables/frames are in the picture
05x10x50x10F000754497N0070.png,how many chairs in the room
05x10x50x10F002172631N0114.png,what's the materials of the stair
10x25x20x05F001511322N0042.png,what is written on the wall
05x10x20x05F002237218N0186.png,what color are the walls
10x25x00x00F002225363N0007.png,how many cots in the room
05x10x50x10F000457465N0029.png,how many chart on the wall
05x10x50x10F001403389N0218.png,how many sofa seats are there
05x10x50x10F002543963N0119.png,what color is the door
10x25x20x05F000117324N0122.png,what letters are visible in this picture
05x10x00x00F002543961N0218.png,what are there in the almirah
10x25x00x00F000898639N0125.png,how many curtains are there
05x10x20x05F001367109N0035.png,how many chairs are there around the table
05x10x00x00F002494042N0086.png,what is hanging on the wall
10x25x20x05F000457466N0034.png,count  the sinks in the image
05x10x20x05F000850483N0296.png,what is wall color
10x25x50x10F001403389N0062.png,what is to the right of the curtain
05x10x20x05F001242790N0051.png,how many doors are shown in the picture
05x10x00x00F002225364N0018.png,what's inside the cr
05x10x20x05F000898641N0236.png,what ison the table
05x10x50x10F000258801N0112.png,what is it on the wall
10x25x50x10F000040910N0017.png,how many towel are there in this image
05x10x00x00F001511325N0081.png,how many pictures are on the wall
05x10x00x00F000148666N0123.png,what color is the chair
10x25x20x05F000898640N0126.png,what is in the left side of the picture
10x25x50x10F000200083N0009.png,what is the wall colour
05x10x50x10F002237218N0006.png,how many stairs
05x10x00x00F001033915N0220.png,how much chairs at there
05x10x00x00F000457467N0056.png,what is on the wal
05x10x50x10F001403389N0198.png,what is the color of the sofa
05x10x20x05F001306123N0067.png,what is putted on stairs
05x10x00x00F000353298N0020.png,what is there in the corner of the room
05x10x20x05F001242791N0077.png,how many hinges are visible in the door
05x10x50x10F002077367N0033.png,are there chiars in the image
05x10x20x05F002415593N0089.png,what element is seen hanging on the left wall
05x10x50x10F002543961N0291.png,where is the bookshelf
05x10x50x10F001962767N0239.png,how many door frames are there
05x10x00x00F000898640N0115.png,is there a animal in the frame
05x10x20x05F001000394N0112.png,how many chairs are there
05x10x20x05F000258801N0055.png,what's left after the door
05x10x20x05F000850481N0135.png,is there a bed in the picture
10x25x00x00F000653549N0057.png,how many chairs in this image
05x10x50x10F000898640N0189.png,what colour are the walls
05x10x00x00F001403391N0124.png,how many chairs on the loving room
05x10x50x10F001568731N0055.png,what is near the desk
05x10x50x10F000117323N0246.png,who lives in this apartment
10x25x50x10F001511323N0033.png,which direction does the arrow point
05x10x00x00F001242792N0098.png,what is the color of the carpet
05x10x00x00F000391480N0174.png,where is the location of the drawer in the picture
05x10x20x05F001846226N0044.png,what is color of the mirror
10x25x50x10F000117321N0022.png,how many pictures in this room
05x10x50x10F001962767N0019.png,what is hanging on the right side of the wall
05x10x00x00F001568731N0047.png,how many doors do you see
05x10x50x10F002543965N0259.png,how many electrical outlets or switches can be found in the picture
05x10x20x05F001810458N0070.png,what is on the left wall
10x25x20x05F000898640N0146.png,what is on the wall
05x10x50x10F002225364N0042.png,what colour is a door
05x10x00x00F000898641N0160.png,what picture is printed on the carpet
05x10x20x05F001846227N0275.png,what is lying on the bed
10x25x00x00F001962766N0027.png,what color is the door on the left
05x10x20x05F001962770N0125.png,what is down there in the extreme left
05x10x50x10F000754495N0024.png,how many windows are there
05x10x50x10F001568730N0109.png,is there any door
10x25x20x05F002237219N0045.png,where is the door located
05x10x50x10F002225363N0089.png,what is in front of the wall by the elevator
05x10x20x05F002543961N0234.png,whre put the book of perrytail
05x10x00x00F001600211N0096.png,which color is the door at left
05x10x00x00F000850483N0253.png,how many pillows are in the bed
05x10x00x00F000653549N0115.png,where is the staircase
05x10x50x10F000591478N0242.png,what is the material of the desk
10x25x20x05F000798181N0017.png,what is right next to the vase
05x10x50x10F002415592N0128.png,how many lamps are there
05x10x20x05F001846227N0235.png,how many wall painting are visible
05x10x50x10F001931684N0289.png,what is lying on the cabinet
10x25x20x05F002172629N0016.png,what is the floor
05x10x00x00F000850483N0040.png,what is the colour of bed sheet
10x25x00x00F002172629N0047.png,how many paintings do you see
05x10x20x05F002444552N0032.png,what is the color of the door
05x10x50x10F001931685N0112.png,what color are the lips on the print
05x10x20x05F002225367N0095.png,what color is the ceiling
05x10x00x00F000931038N0204.png,how many windows are on the picture
05x10x50x10F002494046N0159.png,what's hanging on the wall
10x25x00x00F000591481N0019.png,how many doors are there in the room
05x10x50x10F001085850N0206.png,what is to the right of the picture
10x25x00x00F000702890N0026.png,what is to the left of the window
05x10x50x10F001000394N0170.png,what does the fence made from
05x10x20x05F000898641N0256.png,what is the brand of the tv
05x10x50x10F001511323N0148.png,what is there near the left wall
10x25x50x10F000457465N0063.png,what is on the left before the hall
05x10x50x10F000591477N0024.png,what color is the chair
05x10x20x05F000258801N0095.png,what is on the wall
10x25x50x10F001600209N0025.png,what is on the table beside the bed
10x25x20x05F002225367N0015.png,how many doors you can see
10x25x20x05F002543961N0044.png,what is to the left of the bed
10x25x00x00F002237218N0065.png,what color is the room
05x10x00x00F000457465N0202.png,what is on the right side
10x25x00x00F000798181N0062.png,how many chairs are in the picture
10x25x00x00F002494046N0083.png,what is above the chair
10x25x00x00F001568730N0036.png,is the door open
05x10x00x00F001000393N0020.png,what colour is the table
10x25x00x00F001403389N0112.png,what is on the couch
05x10x20x05F000898640N0024.png,what is there on the wall
10x25x50x10F001403389N0002.png,how many windows are there
05x10x00x00F000798178N0078.png,what is to the right of the sofa
05x10x50x10F000040910N0065.png,how many pillows in the room
05x10x20x05F002077367N0164.png,can you see a human in the picture
10x25x20x05F000117323N0073.png,how many tables are there in the room
05x10x20x05F000117322N0030.png,how many pictures have the room
05x10x50x10F001242792N0090.png,what color is the door
10x25x50x10F001658019N0102.png,how many pillows are on the couch
10x25x50x10F002012767N0021.png,what color is the cabinet on the right side
10x25x50x10F001931684N0104.png,what's on the wall
05x10x50x10F001511323N0068.png,where is the stairs
05x10x00x00F001511325N0021.png,what is under the small window
05x10x20x05F001658020N0110.png,what's in the lockers
10x25x00x00F000591479N0018.png,what are the pillars made of
05x10x50x10F001962769N0066.png,what's by the window
05x10x50x10F001931685N0292.png,what lays on the table
05x10x00x00F001962770N0104.png,what is to the left of the door
05x10x50x10F002225364N0082.png,what is the main colour of the room
10x25x00x00F000850481N0033.png,what is in front of you
10x25x20x05F000850482N0061.png,what's the condition of the door in lean center left
10x25x50x10F001511325N0009.png,what is to the right of the door
10x25x00x00F000798179N0057.png,what is on the table
05x10x50x10F001931685N0232.png,what is to the right of the photo
05x10x00x00F002237215N0092.png,how many glass parts have the doors
05x10x00x00F002543963N0202.png,what is it on the wall
05x10x50x10F002415592N0148.png,what's on the tabels
05x10x00x00F000391480N0134.png,what is the material of the cabinet
10x25x00x00F000850483N0069.png,what is that on the wall on right side
05x10x50x10F000898640N0269.png,what color is the wall
05x10x00x00F000200083N0257.png,how many pillows are there
10x25x20x05F001846227N0107.png,is it a mirror
10x25x20x05F001033916N0062.png,what tree this doors are made from
05x10x20x05F000850483N0116.png,is marble is broken
05x10x20x05F002282638N0051.png,how many door did yousee
05x10x00x00F001962770N0124.png,how many doors do you see
05x10x20x05F002237219N0126.png,what is on the left
05x10x50x10F000898639N0099.png,is there a cabinet
10x25x00x00F002172629N0027.png,where is the counter
05x10x50x10F001000397N0133.png,are these furniture made of rose wood
05x10x00x00F000754494N0059.png,what is lying on the table
05x10x20x05F002077367N0344.png,what area of house is this
05x10x20x05F000798179N0083.png,what is on the table beside the bed
05x10x00x00F000798181N0051.png,what is it in the vase
10x25x50x10F002172630N0026.png,what color is the door
05x10x50x10F000898639N0139.png,what colour are the walls
05x10x00x00F000391478N0045.png,what colour has the shelfs
10x25x00x00F001846223N0018.png,how many drawers are there
05x10x00x00F000931038N0124.png,how many spaces are there in the door
05x10x50x10F001846225N0159.png,what is the shape of the mirror above the bed
10x25x20x05F001846225N0038.png,what element is hanging in the wall behind the bedroom
05x10x50x10F002172631N0014.png,what's on the right side of the fence
05x10x20x05F000850483N0256.png,how many visible rectangle objects are in the image
05x10x50x10F000591478N0162.png,are there 2 different rooms
05x10x50x10F002012767N0251.png,which colour of this room
05x10x00x00F001568728N0154.png,what is in the middle
05x10x50x10F002543963N0259.png,does the image have a pool table
05x10x50x10F000040909N0084.png,what's on the sofa
05x10x20x05F002543965N0266.png,how many objects do you see on the shelfs
10x25x50x10F000931038N0070.png,what is there on the left of the room
10x25x50x10F000457467N0054.png,how many pillows are there in the room
05x10x20x05F000591478N0100.png,where is the switch
05x10x20x05F000148666N0022.png,how many entrance are there in image
05x10x00x00F002077367N0077.png,is there a bench to sit there
05x10x00x00F000898642N0122.png,where is the lamp located
10x25x00x00F001306123N0004.png,what is the column made of
10x25x00x00F001658020N0016.png,where is the door
05x10x50x10F002494042N0154.png,how many beds are in the picture
10x25x50x10F000457467N0074.png,where is the cabinet
10x25x00x00F001403389N0072.png,how many chairs can you see
05x10x20x05F002494046N0201.png,how many beds are there
05x10x50x10F001658019N0210.png,what are the objects on the sofa
05x10x50x10F000040910N0045.png,what is hanging on the wall
05x10x50x10F000850482N0138.png,what is close to to the door
05x10x50x10F002225366N0183.png,how many entrances can you see
10x25x50x10F000798178N0032.png,what is above the bed
10x25x20x05F001242792N0062.png,how many chairs are there in the picture
05x10x50x10F000898642N0128.png,what is on the wall
05x10x50x10F001306122N0181.png,identify the color of the staircase
05x10x50x10F002494046N0099.png,is there an open door
05x10x20x05F000503401N0148.png,what element can be visible in the center behind the glass door
10x25x20x05F000653549N0005.png,what's on the wall
05x10x50x10F002237218N0286.png,what is the color of the floor in the right side
05x10x20x05F001931685N0097.png,what is pictured on the door
10x25x20x05F000117324N0082.png,how many stairs are in this image
05x10x20x05F001568728N0145.png,what is to the right of the bed
05x10x50x10F000798178N0107.png,what color is the door
05x10x50x10F000200080N0024.png,what is it on the right side
05x10x50x10F000653548N0187.png,what are the doors made from
05x10x00x00F002494046N0025.png,what are two colours of the door
05x10x00x00F001242791N0076.png,what is the color of the wall
10x25x20x05F001085850N0013.png,what colour of this room
05x10x50x10F000702887N0078.png,where is the flower plant
05x10x50x10F000898640N0209.png,what is hanging on the wall
10x25x00x00F000457464N0016.png,how many mirror there are
05x10x20x05F000798180N0014.png,do you see the sofa
05x10x20x05F000850482N0197.png,what is on the wall
05x10x50x10F000148666N0073.png,are this place a dump
10x25x00x00F000117324N0133.png,how many pictures are pinned to the clipboard
05x10x20x05F002415593N0069.png,what is the color of the sofa
05x10x50x10F002225363N0049.png,how many beds are there
05x10x00x00F001511325N0001.png,what is lying on the table
05x10x00x00F000503401N0091.png,what color is the column
05x10x50x10F000117323N0026.png,how many plants you can find
05x10x50x10F001085850N0146.png,how many chairs are there around the table
05x10x20x05F000117324N0029.png,what is in front of the window
05x10x00x00F001962769N0076.png,what's the thing on right side of the chair
05x10x20x05F001403389N0326.png,are you seeing any door lock? how many
10x25x50x10F000591481N0088.png,how many tables are there
10x25x50x10F000850482N0020.png,what is on the floor
10x25x20x05F000258801N0011.png,how many door in picture
10x25x50x10F000148666N0070.png,colour of wundow
05x10x00x00F001962767N0192.png,what is on the middle
05x10x20x05F002172631N0210.png,how many doors are there
10x25x00x00F002444551N0000.png,how many barricades are there in the room
10x25x00x00F001962766N0067.png,what does the piano do
05x10x20x05F001242790N0111.png,what is the table-library made from
05x10x20x05F000850483N0276.png,how many doors are there
10x25x20x05F001000394N0051.png,what is in front of the chairs
05x10x20x05F000754494N0059.png,what is hanging on the wall
05x10x00x00F001511323N0013.png,what is on the top of shelf
05x10x50x10F000798181N0053.png,are the curtains open
05x10x50x10F000898641N0179.png,what color are the curtains on the window
05x10x00x00F001306122N0137.png,does both stairs lead to same place
10x25x20x05F001568732N0064.png,what can we see to the right of the bed
05x10x50x10F001403389N0338.png,how many animals can you see
05x10x50x10F000200083N0082.png,how many pictures are there
05x10x50x10F000040910N0145.png,what's hanging on either side of the bed
05x10x20x05F001511325N0049.png,what is below the window
05x10x50x10F001962769N0126.png,what is in the room
05x10x50x10F001220361N0165.png,what material of walls
05x10x50x10F000117323N0226.png,how much windows is on the picture
05x10x50x10F000117323N0106.png,how many doors are in the image
05x10x00x00F002444552N0019.png,what is the colour of door
05x10x50x10F001568732N0156.png,what's on the floor
05x10x00x00F000898640N0035.png,how many power switches are there
05x10x00x00F002237215N0012.png,how many door a in this photo
10x25x20x05F002444551N0029.png,what is on the left of the wall
05x10x50x10F002543965N0239.png,what is there on the right side wall
05x10x00x00F002543965N0141.png,how many pictures on the wall
05x10x50x10F001568731N0095.png,how many doors are in this picture
05x10x50x10F002237219N0180.png,what color are the walls
05x10x50x10F002415592N0168.png,what is on the left
05x10x50x10F001846227N0079.png,how much chairs
05x10x20x05F001220361N0023.png,what is this house made of
05x10x50x10F001658020N0296.png,what's in the sofa
05x10x20x05F000653547N0022.png,how many picture frame can you see
05x10x00x00F000850482N0281.png,how many pillows are on the bed
05x10x50x10F000391480N0059.png,how many lamps is on the picture
05x10x00x00F002494042N0026.png,what is the color of the wall
05x10x50x10F001403389N0078.png,is the door closed
05x10x20x05F002494042N0096.png,how many doors are there at front
05x10x20x05F000754494N0039.png,what color are the pillows
05x10x00x00F002225366N0043.png,are there steps
05x10x50x10F000457464N0150.png,what color is this wall
10x25x20x05F001962769N0042.png,how many objects broken
05x10x50x10F000591481N0225.png,how many tables are there
05x10x20x05F002172629N0095.png,how many pictures are there on the walls
05x10x20x05F001846227N0035.png,how many chairs are at the counter
05x10x00x00F002444552N0079.png,what is the color of all chattels in this room
10x25x50x10F000653549N0089.png,what is behind the chair
05x10x20x05F002415591N0008.png,what is on top of the table
05x10x00x00F000850482N0261.png,what is the color of the bedsheet
05x10x50x10F000457464N0070.png,what is lying on sofa
10x25x20x05F001511326N0019.png,what is on the wall
05x10x00x00F001846226N0023.png,where is your bed room
05x10x50x10F002225363N0109.png,is there any stairs
05x10x50x10F002012767N0231.png,is their a mirror on the wall
05x10x50x10F002494042N0174.png,how many beds are there
05x10x20x05F002077367N0044.png,what is at the right of cupboard
05x10x00x00F001931685N0023.png,what is the color of the wall in the right side
05x10x50x10F001962770N0159.png,what is next to the pillers
10x25x20x05F000898639N0109.png,what is right of the bed
05x10x50x10F000850483N0349.png,what is the most common color feature
05x10x00x00F000754498N0066.png,how many windows are in this room
05x10x20x05F000798178N0073.png,what do you see in the right side of wardrobe
05x10x50x10F002282638N0096.png,what is lying on the wall
05x10x20x05F000200083N0265.png,are all the objects bright and clear
05x10x00x00F001242791N0176.png,what color wall
05x10x00x00F000503401N0111.png,what is color of the door
10x25x00x00F000653549N0017.png,how many doors
10x25x00x00F000457467N0000.png,how many paintings are there
05x10x50x10F000200083N0282.png,how many pillow are in the sofa
05x10x50x10F000040910N0225.png,how many windows are there in this picture
10x25x00x00F000591478N0043.png,how many broken windows are there
05x10x00x00F001000394N0016.png,what is left to table
05x10x50x10F001886431N0049.png,how many red pillows can you see on the picture
05x10x00x00F001600211N0056.png,what's on the floor
05x10x00x00F000898640N0315.png,what is on the table
05x10x50x10F000702890N0094.png,what is on the left side
05x10x20x05F000258803N0058.png,what is shown on the poster
05x10x20x05F001600211N0029.png,how many chairs are there
05x10x50x10F001962770N0139.png,is there something in the middle of the room
05x10x20x05F001220361N0103.png,wood bed
05x10x20x05F001568728N0025.png,what's on the wall
10x25x00x00F002415593N0015.png,what is to the right of the doorway
05x10x20x05F000040911N0084.png,what is color of couch
10x25x50x10F001962766N0040.png,how many door knobs can you see in the room
05x10x50x10F000653549N0147.png,what is the color fo the wall
05x10x50x10F002543961N0131.png,how many lampshade can i see
05x10x20x05F002543965N0126.png,how many door are in the corridir
05x10x50x10F002225363N0029.png,how many beds on this image
10x25x20x05F001962770N0063.png,what is kept in front of the door
10x25x20x05F000850482N0121.png,what is on the bed
05x10x20x05F001962770N0105.png,what is on the left side of the corridor wall
05x10x00x00F000117324N0107.png,how many stairs are in the picture
05x10x50x10F001600210N0074.png,what color predominates
05x10x00x00F002494042N0106.png,how many mirrors
05x10x20x05F001931685N0157.png,is there a makeup corner
05x10x50x10F000117324N0283.png,how many lights are in this room
05x10x20x05F002543965N0146.png,how many doors are there
05x10x20x05F000898641N0216.png,is their a mirror
10x25x50x10F000591481N0027.png,how many doors
10x25x20x05F001403389N0096.png,what is to the right of photo frame
10x25x00x00F001033915N0076.png,what is written on the top of that door
10x25x50x10F000850482N0040.png,what is the color of the wall
05x10x00x00F001242792N0118.png,what stands on the window's right side
10x25x20x05F000898641N0054.png,what color is the carpet
05x10x50x10F000117321N0111.png,how many chairs can you see in the photo
05x10x50x10F001658020N0217.png,what is on the floor
05x10x50x10F001962770N0119.png,what is on the wall
05x10x20x05F000503401N0228.png,what is the colour of the walls
10x25x00x00F001568728N0036.png,what's the color of the ceiling
05x10x20x05F000798178N0333.png,do you have water here
05x10x50x10F001962769N0166.png,where is the pillar
05x10x50x10F000591481N0029.png,what color are the chairs
05x10x50x10F001658020N0017.png,what is in front of the wall
10x25x20x05F002543963N0092.png,is the floor wooden or tiled
05x10x00x00F002237218N0130.png,is there a door a the end of the passageway
05x10x20x05F002415592N0242.png,what is there adjacent to the television
05x10x50x10F000117324N0223.png,how many stair-steps are 8n the picture
05x10x20x05F001931684N0054.png,what is in the left of here
05x10x50x10F000117324N0243.png,what's next to the picture on the wall
05x10x50x10F001220361N0105.png,what is on the left side
05x10x20x05F000040911N0064.png,what is the color of the bed
05x10x00x00F001085850N0034.png,is the door open
10x25x50x10F001962769N0049.png,how many chairs are there
10x25x00x00F000798181N0022.png,what's on the table
05x10x20x05F001962766N0150.png,how many pillars are there
05x10x20x05F000200080N0032.png,what is the paint color of the ceiling
10x25x20x05F002172631N0111.png,where is the light
10x25x20x05F002172631N0011.png,on which side can we see the tree
05x10x20x05F001511322N0069.png,how many tables are there
10x25x00x00F000117322N0050.png,how many sofas are in the room
05x10x50x10F000391478N0134.png,what color is the door
05x10x50x10F001033915N0287.png,are there chairs in the room
05x10x20x05F000591478N0080.png,how many doors u see
05x10x00x00F000898642N0082.png,what's on the wall
05x10x00x00F000798178N0304.png,where is the painting in relation to the bed
05x10x20x05F002543963N0207.png,how many music stickers on the wall
05x10x00x00F000391480N0154.png,what color is the wall on the right
05x10x50x10F000391480N0299.png,what's on the right side of the window
05x10x50x10F001846225N0179.png,what is it
05x10x20x05F000850483N0196.png,where the corridor leads
05x10x00x00F002225363N0062.png,what's in the room
10x25x20x05F001658019N0089.png,what is the colour of the wall
05x10x50x10F001962770N0219.png,what's the sofa color
05x10x50x10F002444551N0265.png,is it a bathroom
05x10x20x05F000117321N0083.png,what colour are the arm-chairs
05x10x50x10F000117321N0031.png,what is circular thing on the wall
05x10x00x00F002237218N0090.png,what is to the right of the staircase
05x10x50x10F000754498N0102.png,what is the colour of curtain
05x10x00x00F001810458N0004.png,what the material of the door
05x10x00x00F001962769N0116.png,what is the color of the wall
05x10x50x10F000754494N0051.png,how many picture frame are there
05x10x20x05F000503401N0268.png,what color is painted for the pillar
05x10x20x05F001306123N0007.png,what color is the chair
05x10x20x05F002237219N0086.png,is this a hall
05x10x20x05F001931684N0094.png,what is the predominant color
10x25x20x05F002225363N0014.png,what's on the left side of the door
05x10x50x10F000653547N0127.png,how many chairs
05x10x20x05F002543963N0147.png,which colour is lamb
10x25x00x00F000258803N0035.png,what is lying on the floor
10x25x20x05F002225363N0034.png,is there a staircase in the apartment
10x25x00x00F002225363N0027.png,how many steps are there on the ladder
05x10x50x10F002077367N0273.png,how many stairs do you see
05x10x50x10F000457465N0129.png,how many chairs are there
05x10x20x05F000258803N0038.png,whats on the wall
05x10x50x10F001962766N0242.png,what is that musical instrument
05x10x20x05F001962766N0090.png,what colout are the front doors
05x10x20x05F000653548N0065.png,how many columns can you see in this image
05x10x20x05F001568730N0024.png,what is on the wall
05x10x50x10F000653545N0132.png,what's behind the chair
05x10x50x10F002444551N0045.png,how many plants are there
10x25x50x10F001000393N0013.png,what items are clearly visible in the picture
10x25x20x05F000040910N0047.png,where is the blue sofa located
05x10x50x10F002415591N0052.png,what is it on the wall
05x10x20x05F001931684N0034.png,whre is the stairs situated
05x10x20x05F001710302N0032.png,how many pillows are there in sofa
